000000000000000000000000000000000000 -> 0000000
335-IN-273-SA-0 @101010101010101010101010101010101010 -> 0000111
335-IN-273-SA-1 @101010101010101010101010101010101010 -> 0000111
336-SA-0 @101010101010101010101010101010101010 -> 0000111
336-SA-1 @101010101010101010101010101010101010 -> 0000111
336-IN-319-SA-0 @101010101010101010101010101010101010 -> 0000111
336-IN-319-SA-1 @101010101010101010101010101010101010 -> 0000111
336-IN-21-SA-0 @101010101010101010101010101010101010 -> 0000111
336-IN-21-SA-1 @101010101010101010101010101010101010 -> 0000111
337-SA-0 @101010101010101010101010101010101010 -> 0000111
337-SA-1 @101010101010101010101010101010101010 -> 0000111
337-IN-309-SA-0 @101010101010101010101010101010101010 -> 0000111
337-IN-309-SA-1 @101010101010101010101010101010101010 -> 0000111
337-IN-276-SA-0 @101010101010101010101010101010101010 -> 0000111
337-IN-276-SA-1 @101010101010101010101010101010101010 -> 0000111
338-SA-0 @101010101010101010101010101010101010 -> 0000111
338-SA-1 @101010101010101010101010101010101010 -> 0000111
338-IN-319-SA-0 @101010101010101010101010101010101010 -> 0000111
338-IN-319-SA-1 @101010101010101010101010101010101010 -> 0000111
338-IN-34-SA-0 @101010101010101010101010101010101010 -> 0000111
338-IN-34-SA-1 @101010101010101010101010101010101010 -> 0000111
339-SA-0 @101010101010101010101010101010101010 -> 0000111
339-SA-1 @101010101010101010101010101010101010 -> 0000111
339-IN-309-SA-0 @101010101010101010101010101010101010 -> 0000111
339-IN-309-SA-1 @101010101010101010101010101010101010 -> 0000111
339-IN-279-SA-0 @101010101010101010101010101010101010 -> 0000111
339-IN-279-SA-1 @101010101010101010101010101010101010 -> 0000111
340-SA-0 @101010101010101010101010101010101010 -> 0000111
340-SA-1 @101010101010101010101010101010101010 -> 0000111
340-IN-319-SA-0 @101010101010101010101010101010101010 -> 0000111
340-IN-319-SA-1 @101010101010101010101010101010101010 -> 0000111
340-IN-47-SA-0 @101010101010101010101010101010101010 -> 0000111
340-IN-47-SA-1 @101010101010101010101010101010101010 -> 0000111
341-SA-0 @101010101010101010101010101010101010 -> 0000111
341-SA-1 @101010101010101010101010101010101010 -> 0000111
341-IN-309-SA-0 @101010101010101010101010101010101010 -> 0000111
341-IN-309-SA-1 @101010101010101010101010101010101010 -> 0000111
341-IN-282-SA-0 @101010101010101010101010101010101010 -> 0000111
341-IN-282-SA-1 @101010101010101010101010101010101010 -> 0000111
342-SA-0 @101010101010101010101010101010101010 -> 0000111
342-SA-1 @101010101010101010101010101010101010 -> 0000111
342-IN-319-SA-0 @101010101010101010101010101010101010 -> 0000111
342-IN-319-SA-1 @101010101010101010101010101010101010 -> 0000111
342-IN-60-SA-0 @101010101010101010101010101010101010 -> 0000111
342-IN-60-SA-1 @101010101010101010101010101010101010 -> 0000111
343-SA-0 @101010101010101010101010101010101010 -> 0000111
343-SA-1 @101010101010101010101010101010101010 -> 0000111
343-IN-309-SA-0 @101010101010101010101010101010101010 -> 0000111
343-IN-309-SA-1 @101010101010101010101010101010101010 -> 0000111
343-IN-285-SA-0 @101010101010101010101010101010101010 -> 0000111
343-IN-285-SA-1 @101010101010101010101010101010101010 -> 0000111
344-SA-0 @101010101010101010101010101010101010 -> 0000111
344-SA-1 @101010101010101010101010101010101010 -> 0000111
344-IN-319-SA-0 @101010101010101010101010101010101010 -> 0000111
344-IN-319-SA-1 @101010101010101010101010101010101010 -> 0000111
344-IN-73-SA-0 @101010101010101010101010101010101010 -> 0000111
344-IN-73-SA-1 @101010101010101010101010101010101010 -> 0000111
345-SA-0 @101010101010101010101010101010101010 -> 0000111
345-SA-1 @101010101010101010101010101010101010 -> 0000111
345-IN-319-SA-0 @101010101010101010101010101010101010 -> 0000111
345-IN-319-SA-1 @101010101010101010101010101010101010 -> 0000111
345-IN-86-SA-0 @101010101010101010101010101010101010 -> 0000111
345-IN-86-SA-1 @101010101010101010101010101010101010 -> 0000111
346-SA-0 @101010101010101010101010101010101010 -> 0000111
346-SA-1 @101010101010101010101010101010101010 -> 0000111
346-IN-319-SA-0 @101010101010101010101010101010101010 -> 0000111
346-IN-319-SA-1 @101010101010101010101010101010101010 -> 0000111
346-IN-99-SA-0 @101010101010101010101010101010101010 -> 0000111
346-IN-99-SA-1 @101010101010101010101010101010101010 -> 0000111
347-SA-0 @101010101010101010101010101010101010 -> 0000111
347-SA-1 @101010101010101010101010101010101010 -> 0000111
347-IN-319-SA-0 @101010101010101010101010101010101010 -> 0000111
347-IN-319-SA-1 @101010101010101010101010101010101010 -> 0000111
347-IN-112-SA-0 @101010101010101010101010101010101010 -> 0000111
347-IN-112-SA-1 @101010101010101010101010101010101010 -> 0000111
348-SA-0 @101010101010101010101010101010101010 -> 0000111
348-SA-1 @101010101010101010101010101010101010 -> 0000011
348-IN-330-SA-0 @101010101010101010101010101010101010 -> 0000011
348-IN-330-SA-1 @101010101010101010101010101010101010 -> 0000111
348-IN-300-SA-0 @101010101010101010101010101010101010 -> 0000011
348-IN-300-SA-1 @101010101010101010101010101010101010 -> 0000111
349-SA-0 @101010101010101010101010101010101010 -> 0000111
349-SA-1 @101010101010101010101010101010101010 -> 0000111
349-IN-331-SA-0 @101010101010101010101010101010101010 -> 0000111
349-IN-331-SA-1 @101010101010101010101010101010101010 -> 0000111
349-IN-301-SA-0 @101010101010101010101010101010101010 -> 0000111
349-IN-301-SA-1 @101010101010101010101010101010101010 -> 0000111
350-SA-0 @101010101010101010101010101010101010 -> 0000111
350-SA-1 @101010101010101010101010101010101010 -> 0000111
350-IN-332-SA-0 @101010101010101010101010101010101010 -> 0000111
350-IN-332-SA-1 @101010101010101010101010101010101010 -> 0000111
350-IN-302-SA-0 @101010101010101010101010101010101010 -> 0000111
350-IN-302-SA-1 @101010101010101010101010101010101010 -> 0000111
351-SA-0 @101010101010101010101010101010101010 -> 0000111
351-SA-1 @101010101010101010101010101010101010 -> 0000111
351-IN-333-SA-0 @101010101010101010101010101010101010 -> 0000111
351-IN-333-SA-1 @101010101010101010101010101010101010 -> 0000111
351-IN-303-SA-0 @101010101010101010101010101010101010 -> 0000111
351-IN-303-SA-1 @101010101010101010101010101010101010 -> 0000111
357-IN-349-SA-0 @101010101010101010101010101010101010 -> 0000111
357-IN-349-SA-1 @101010101010101010101010101010101010 -> 0000111
357-IN-350-SA-0 @101010101010101010101010101010101010 -> 0000111
375-SA-1 @101010101010101010101010101010101010 -> 0000111
375-IN-360-SA-0 @101010101010101010101010101010101010 -> 0000111
375-IN-360-SA-1 @101010101010101010101010101010101010 -> 0000111
375-IN-66-SA-0 @101010101010101010101010101010101010 -> 0000111
375-IN-66-SA-1 @101010101010101010101010101010101010 -> 0000111
376-SA-0 @101010101010101010101010101010101010 -> 0000111
376-SA-1 @101010101010101010101010101010101010 -> 0000111
376-IN-360-SA-0 @101010101010101010101010101010101010 -> 0000111
376-IN-360-SA-1 @101010101010101010101010101010101010 -> 0000111
376-IN-79-SA-0 @101010101010101010101010101010101010 -> 0000111
376-IN-79-SA-1 @101010101010101010101010101010101010 -> 0000111
377-SA-0 @101010101010101010101010101010101010 -> 0000111
377-SA-1 @101010101010101010101010101010101010 -> 0000111
377-IN-360-SA-0 @101010101010101010101010101010101010 -> 0000111
377-IN-360-SA-1 @101010101010101010101010101010101010 -> 0000111
377-IN-92-SA-0 @101010101010101010101010101010101010 -> 0000111
377-IN-92-SA-1 @101010101010101010101010101010101010 -> 0000111
378-SA-0 @101010101010101010101010101010101010 -> 0000111
378-SA-1 @101010101010101010101010101010101010 -> 0000111
378-IN-360-SA-0 @101010101010101010101010101010101010 -> 0000111
378-IN-360-SA-1 @101010101010101010101010101010101010 -> 0000111
378-IN-105-SA-0 @101010101010101010101010101010101010 -> 0000111
378-IN-105-SA-1 @101010101010101010101010101010101010 -> 0000111
379-SA-0 @101010101010101010101010101010101010 -> 0000111
379-SA-1 @101010101010101010101010101010101010 -> 0000111
379-IN-360-SA-0 @101010101010101010101010101010101010 -> 0000111
379-IN-360-SA-1 @101010101010101010101010101010101010 -> 0000111
379-IN-115-SA-0 @101010101010101010101010101010101010 -> 0000111
379-IN-115-SA-1 @101010101010101010101010101010101010 -> 0000111
380-SA-0 @101010101010101010101010101010101010 -> 0000111
380-SA-1 @101010101010101010101010101010101010 -> 0000111
380-IN-4-SA-0 @101010101010101010101010101010101010 -> 0000111
380-IN-4-SA-1 @101010101010101010101010101010101010 -> 0000111
380-IN-242-SA-0 @101010101010101010101010101010101010 -> 0000111
380-IN-242-SA-1 @101010101010101010101010101010101010 -> 0000111
380-IN-334-SA-0 @101010101010101010101010101010101010 -> 0000111
380-IN-334-SA-1 @101010101010101010101010101010101010 -> 0000111
380-IN-371-SA-0 @101010101010101010101010101010101010 -> 0000111
380-IN-371-SA-1 @101010101010101010101010101010101010 -> 0000111
381-SA-0 @101010101010101010101010101010101010 -> 1110111
381-SA-1 @101010101010101010101010101010101010 -> 0000111
381-IN-246-SA-0 @101010101010101010101010101010101010 -> 0000111
381-IN-246-SA-1 @101010101010101010101010101010101010 -> 1110111
381-IN-336-SA-0 @101010101010101010101010101010101010 -> 0000111
381-IN-336-SA-1 @101010101010101010101010101010101010 -> 0000111
381-IN-372-SA-0 @101010101010101010101010101010101010 -> 0000111
381-IN-372-SA-1 @101010101010101010101010101010101010 -> 0000111
381-IN-17-SA-0 @101010101010101010101010101010101010 -> 0000111
381-IN-17-SA-1 @101010101010101010101010101010101010 -> 0000111
386-SA-0 @101010101010101010101010101010101010 -> 0110111
386-SA-1 @101010101010101010101010101010101010 -> 0000111
386-IN-250-SA-0 @101010101010101010101010101010101010 -> 0000111
386-IN-250-SA-1 @101010101010101010101010101010101010 -> 0110111
386-IN-338-SA-0 @101010101010101010101010101010101010 -> 0000111
386-IN-338-SA-1 @101010101010101010101010101010101010 -> 0000111
386-IN-373-SA-0 @101010101010101010101010101010101010 -> 0000111
386-IN-373-SA-1 @101010101010101010101010101010101010 -> 0000111
386-IN-30-SA-0 @101010101010101010101010101010101010 -> 0000111
386-IN-30-SA-1 @101010101010101010101010101010101010 -> 0000111
393-SA-0 @101010101010101010101010101010101010 -> 1010111
393-SA-1 @101010101010101010101010101010101010 -> 0000111
393-IN-254-SA-0 @101010101010101010101010101010101010 -> 0000111
393-IN-254-SA-1 @101010101010101010101010101010101010 -> 1010111
393-IN-340-SA-0 @101010101010101010101010101010101010 -> 0000111
393-IN-340-SA-1 @101010101010101010101010101010101010 -> 0000111
393-IN-374-SA-0 @101010101010101010101010101010101010 -> 0000111
393-IN-374-SA-1 @101010101010101010101010101010101010 -> 0000111
393-IN-43-SA-0 @101010101010101010101010101010101010 -> 0000111
393-IN-43-SA-1 @101010101010101010101010101010101010 -> 0000111
399-SA-0 @101010101010101010101010101010101010 -> 0010111
399-SA-1 @101010101010101010101010101010101010 -> 0000111
399-IN-255-SA-0 @101010101010101010101010101010101010 -> 0000111
399-IN-255-SA-1 @101010101010101010101010101010101010 -> 0010111
399-IN-342-SA-0 @101010101010101010101010101010101010 -> 0000111
399-IN-342-SA-1 @101010101010101010101010101010101010 -> 0000111
399-IN-375-SA-0 @101010101010101010101010101010101010 -> 0000111
399-IN-375-SA-1 @101010101010101010101010101010101010 -> 0000111
399-IN-56-SA-0 @101010101010101010101010101010101010 -> 0000111
399-IN-56-SA-1 @101010101010101010101010101010101010 -> 0000111
404-SA-0 @101010101010101010101010101010101010 -> 1100111
404-SA-1 @101010101010101010101010101010101010 -> 0000111
404-IN-256-SA-0 @101010101010101010101010101010101010 -> 0000111
404-IN-256-SA-1 @101010101010101010101010101010101010 -> 1100111
404-IN-344-SA-0 @101010101010101010101010101010101010 -> 0000111
404-IN-344-SA-1 @101010101010101010101010101010101010 -> 0000111
404-IN-376-SA-0 @101010101010101010101010101010101010 -> 0000111
404-IN-376-SA-1 @101010101010101010101010101010101010 -> 0000111
404-IN-69-SA-0 @101010101010101010101010101010101010 -> 0000111
404-IN-69-SA-1 @101010101010101010101010101010101010 -> 0000111
407-SA-0 @101010101010101010101010101010101010 -> 0100111
407-SA-1 @101010101010101010101010101010101010 -> 0000111
407-IN-257-SA-0 @101010101010101010101010101010101010 -> 0000111
407-IN-257-SA-1 @101010101010101010101010101010101010 -> 0100111
407-IN-345-SA-0 @101010101010101010101010101010101010 -> 0000111
407-IN-345-SA-1 @101010101010101010101010101010101010 -> 0000111
407-IN-377-SA-0 @101010101010101010101010101010101010 -> 0000111
407-IN-377-SA-1 @101010101010101010101010101010101010 -> 0000111
407-IN-82-SA-0 @101010101010101010101010101010101010 -> 0000111
407-IN-82-SA-1 @101010101010101010101010101010101010 -> 0000111
411-SA-0 @101010101010101010101010101010101010 -> 1000111
411-SA-1 @101010101010101010101010101010101010 -> 0000111
411-IN-258-SA-0 @101010101010101010101010101010101010 -> 0000111
411-IN-258-SA-1 @101010101010101010101010101010101010 -> 1000111
411-IN-346-SA-0 @101010101010101010101010101010101010 -> 0000111
411-IN-346-SA-1 @101010101010101010101010101010101010 -> 0000111
411-IN-378-SA-0 @101010101010101010101010101010101010 -> 0000111
411-IN-378-SA-1 @101010101010101010101010101010101010 -> 0000111
411-IN-95-SA-0 @101010101010101010101010101010101010 -> 0000111
411-IN-95-SA-1 @101010101010101010101010101010101010 -> 0000111
414-SA-0 @101010101010101010101010101010101010 -> 0000111
414-SA-1 @101010101010101010101010101010101010 -> 0000111
414-IN-259-SA-0 @101010101010101010101010101010101010 -> 0000111
414-IN-259-SA-1 @101010101010101010101010101010101010 -> 0000111
414-IN-347-SA-0 @101010101010101010101010101010101010 -> 0000111
414-IN-347-SA-1 @101010101010101010101010101010101010 -> 0000111
414-IN-379-SA-0 @101010101010101010101010101010101010 -> 0000111
414-IN-379-SA-1 @101010101010101010101010101010101010 -> 0000111
414-IN-108-SA-0 @101010101010101010101010101010101010 -> 0000111
414-IN-108-SA-1 @101010101010101010101010101010101010 -> 0000111
415-SA-0 @101010101010101010101010101010101010 -> 0000111
415-SA-1 @101010101010101010101010101010101010 -> 0000111
415-IN-380-SA-0 @101010101010101010101010101010101010 -> 0000111
415-IN-380-SA-1 @101010101010101010101010101010101010 -> 0000111
416-SA-0 @101010101010101010101010101010101010 -> 0001111
416-SA-1 @101010101010101010101010101010101010 -> 0000111
416-IN-381-SA-0 @101010101010101010101010101010101010 -> 1110111
416-IN-381-SA-1 @101010101010101010101010101010101010 -> 0000111
416-IN-386-SA-0 @101010101010101010101010101010101010 -> 0110111
416-IN-386-SA-1 @101010101010101010101010101010101010 -> 0000111
416-IN-393-SA-0 @101010101010101010101010101010101010 -> 1010111
416-IN-393-SA-1 @101010101010101010101010101010101010 -> 0000111
416-IN-399-SA-0 @101010101010101010101010101010101010 -> 0010111
416-IN-399-SA-1 @101010101010101010101010101010101010 -> 0000111
416-IN-404-SA-0 @101010101010101010101010101010101010 -> 1100111
416-IN-404-SA-1 @101010101010101010101010101010101010 -> 0000111
416-IN-407-SA-0 @101010101010101010101010101010101010 -> 0100111
416-IN-407-SA-1 @101010101010101010101010101010101010 -> 0000111
416-IN-411-SA-0 @101010101010101010101010101010101010 -> 1000111
416-IN-411-SA-1 @101010101010101010101010101010101010 -> 0000111
416-IN-414-SA-0 @101010101010101010101010101010101010 -> 0000111
416-IN-414-SA-1 @101010101010101010101010101010101010 -> 0000111
417-SA-0 @101010101010101010101010101010101010 -> 0000111
417-SA-1 @101010101010101010101010101010101010 -> 1010111
417-IN-393-SA-0 @101010101010101010101010101010101010 -> 1010111
417-IN-393-SA-1 @101010101010101010101010101010101010 -> 0000111
418-SA-0 @101010101010101010101010101010101010 -> 0000111
418-SA-1 @101010101010101010101010101010101010 -> 1100111
418-IN-404-SA-0 @101010101010101010101010101010101010 -> 1100111
418-IN-404-SA-1 @101010101010101010101010101010101010 -> 0000111
419-SA-0 @101010101010101010101010101010101010 -> 0000111
419-SA-1 @101010101010101010101010101010101010 -> 0100111
419-IN-407-SA-0 @101010101010101010101010101010101010 -> 0100111
419-IN-407-SA-1 @101010101010101010101010101010101010 -> 0000111
420-SA-0 @101010101010101010101010101010101010 -> 0000111
420-SA-1 @101010101010101010101010101010101010 -> 1000111
420-IN-411-SA-0 @101010101010101010101010101010101010 -> 1000111
420-IN-411-SA-1 @101010101010101010101010101010101010 -> 0000111
421-SA-0 @101010101010101010101010101010101010 -> 0000111
421-SA-1 @101010101010101010101010101010101010 -> 0001111
421-IN-415-SA-0 @101010101010101010101010101010101010 -> 0000111
421-IN-415-SA-1 @101010101010101010101010101010101010 -> 0000111
421-IN-416-SA-0 @101010101010101010101010101010101010 -> 0000111
421-IN-416-SA-1 @101010101010101010101010101010101010 -> 0000111
422-SA-0 @101010101010101010101010101010101010 -> 1010111
422-SA-1 @101010101010101010101010101010101010 -> 0000111
422-IN-386-SA-0 @101010101010101010101010101010101010 -> 0110111
422-IN-386-SA-1 @101010101010101010101010101010101010 -> 0000111
422-IN-417-SA-0 @101010101010101010101010101010101010 -> 0000111
422-IN-417-SA-1 @101010101010101010101010101010101010 -> 1010111
425-SA-0 @101010101010101010101010101010101010 -> 1110111
425-SA-1 @101010101010101010101010101010101010 -> 1010111
425-IN-386-SA-0 @101010101010101010101010101010101010 -> 0110111
